"","species","age","mean_value_Basophils-Abs","mean_value_Body Weight","mean_value_Eosinophils-Abs","mean_value_Lymphocytes-Abs","mean_value_Monocytes-Abs","mean_value_Neutrophil-Seg-Abs","mean_value_Red Blood Cells","mean_value_White Blood Cells","n_ind_Basophils-Abs","n_ind_Body Weight","n_ind_Eosinophils-Abs","n_ind_Lymphocytes-Abs","n_ind_Monocytes-Abs","n_ind_Neutrophil-Seg-Abs","n_ind_Red Blood Cells","n_ind_White Blood Cells"
"630","Slow Loris","y3",0,1.24731790865385,97.35,5732.95,269.75,2421,7.46,8.6185,2,29,2,2,2,2,1,2
"631","Slow Loris","y4",0,1.2780625,251,4060.66666666667,265.666666666667,3322.66666666667,5.85,7.9,2,29,3,3,3,3,3,3
"632","Slow Loris","y5",NA,1.25430889423077,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA
"633","Slow Loris","y6",NA,1.26458333333333,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA
"634","Slow Loris","y7",0,1.21391558441558,126,3150,189,2772,5.94,6.3,1,25,1,1,1,1,1,1
"635","Slow Loris","y8",41.5,1.21893181818182,219.5,4924,308.5,3448,5.565,8.9,2,23,2,2,2,2,2,2
"636","Slow Loris","y9",0,1.21425,371.5,5267,433.5,5177,5.385,11.15,2,20,2,2,2,2,2,2
"637","White-headed Brown Lemur","y0",NA,0.8468125,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA
"638","White-headed Brown Lemur","y1",NA,1.8873125,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
"639","White-headed Brown Lemur","y10",0,2.2335,204,3944,680,1972,8.1,6.8,1,12,1,1,1,1,1,1
"640","White-headed Brown Lemur","y11",0,2.25288888888889,0,4347,69,2484,7.1,6.9,1,12,1,1,1,1,1,1
"641","White-headed Brown Lemur","y12",0,2.11707142857143,24.5,3079,51,1945.5,7.59,5.1,1,9,1,1,1,1,1,1
"642","White-headed Brown Lemur","y13",0,2.28905952380952,48,2833.75,36.5,1656.75,7.21,4.575,2,10,2,2,2,2,2,2
"643","White-headed Brown Lemur","y14",168,2.16221428571429,201,5196,509,3726,7.1675,9.8,3,10,3,3,3,3,3,3
"644","White-headed Brown Lemur","y15",51.25,2.0914,296.75,6332.75,516.5,4802.75,8.4125,12,3,7,3,3,3,3,3,3
"645","White-headed Brown Lemur","y16",0,2.12125,0,2193,102,2805,6.17,5.1,1,6,1,1,1,1,1,1
"646","White-headed Brown Lemur","y17",NA,2.1599,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA
"647","White-headed Brown Lemur","y18",0,2.141875,26,2710.5,170.5,3643,6.28,6.55,2,6,2,2,2,2,2,2
"648","White-headed Brown Lemur","y19",0,2.1925,0,5293,395,2673,7.29,7.9,1,7,1,1,1,1,1,1
"649","White-headed Brown Lemur","y2",NA,2.0288,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
"650","White-headed Brown Lemur","y20",0,2.2425,0,2387,154,5159,6.94,7.7,1,7,1,1,1,1,1,1
"651","White-headed Brown Lemur","y21",NA,2.09,NA,NA,NA,NA,6.63,9.6,NA,6,NA,NA,NA,NA,1,1
"652","White-headed Brown Lemur","y22",0,2.151625,480,3040,240,4240,5.72,8,1,6,1,1,1,1,1,1
"653","White-headed Brown Lemur","y23",NA,2.26,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"654","White-headed Brown Lemur","y24",NA,2.25666666666667,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
"655","White-headed Brown Lemur","y25",NA,2.2075,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"656","White-headed Brown Lemur","y26",0,2.2425,172,2924,258,5246,6.61,8.6,1,4,1,1,1,1,1,1
"657","White-headed Brown Lemur","y27",NA,2.275,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"658","White-headed Brown Lemur","y28",0,2.36375,297,3762,396,5445,7.03,9.9,1,3,1,1,1,1,1,1
"659","White-headed Brown Lemur","y29",NA,2.33,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"660","White-headed Brown Lemur","y3",NA,2.164525,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA
"661","White-headed Brown Lemur","y30",NA,2.08,NA,NA,NA,NA,6.66,10,NA,1,NA,NA,NA,NA,1,1
"662","White-headed Brown Lemur","y31",NA,2.23,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"663","White-headed Brown Lemur","y32",0,2.11,182,3640,364,4914,6.35,9.1,1,1,1,1,1,1,1,1
"664","White-headed Brown Lemur","y33",NA,2.07,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"665","White-headed Brown Lemur","y34",NA,1.89,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"666","White-headed Brown Lemur","y4",NA,2.174175,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA
"667","White-headed Brown Lemur","y5",NA,2.24015476190476,NA,NA,NA,NA,6.79,11,NA,10,NA,NA,NA,NA,1,1
"668","White-headed Brown Lemur","y6",0,2.11868333333333,100,6500,100,3300,7.105,10.3,1,8,1,1,1,1,2,2
"669","White-headed Brown Lemur","y7",NA,2.42322767857143,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"670","White-headed Brown Lemur","y8",NA,2.226875,NA,NA,NA,NA,7.1,8.5,NA,14,NA,NA,NA,NA,1,1
"671","White-headed Brown Lemur","y9",0,2.35995833333333,0,3605.5,705,3539.5,7.295,7.85,1,9,1,1,1,1,1,1
