"","species","age","mean_value_Basophils-Abs","mean_value_Body Weight","mean_value_Eosinophils-Abs","mean_value_Lymphocytes-Abs","mean_value_Monocytes-Abs","mean_value_Neutrophil-Seg-Abs","mean_value_Red Blood Cells","mean_value_White Blood Cells","n_ind_Basophils-Abs","n_ind_Body Weight","n_ind_Eosinophils-Abs","n_ind_Lymphocytes-Abs","n_ind_Monocytes-Abs","n_ind_Neutrophil-Seg-Abs","n_ind_Red Blood Cells","n_ind_White Blood Cells"
"427","Red-bellied Lemur","y0",NA,0.720339285714286,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA
"428","Red-bellied Lemur","y1",68,1.883,313,6589,165.5,2410.5,9.76,7.2,2,8,2,2,2,2,2,2
"429","Red-bellied Lemur","y10",0,2.1575,328.875,4768.25,316.75,5673.625,8.6475,9.6375,3,10,3,3,3,3,3,3
"430","Red-bellied Lemur","y11",NA,2.31625,NA,NA,NA,NA,NA,4.5,NA,11,NA,NA,NA,NA,NA,1
"431","Red-bellied Lemur","y12",0,2.2575,29.8,2636.6,321,8731.8,9.349,12.49,5,10,5,5,5,6,6,6
"432","Red-bellied Lemur","y13",20.25,2.238,287.5,3560.75,419.25,5687.25,8.2775,12.5,3,11,3,3,3,3,4,2
"433","Red-bellied Lemur","y14",0,2.278,135,3915,1350,8100,7.42,12.7,1,9,1,1,1,1,1,1
"434","Red-bellied Lemur","y15",48.5,2.31958333333333,87.5,3855,214,2595,8.6,8.25,2,7,2,2,2,2,2,2
"435","Red-bellied Lemur","y16",0,2.398125,163.25,2848.75,323,5090,8.585,7.975,3,8,3,3,3,3,3,3
"436","Red-bellied Lemur","y17",0,2.20270833333333,84,4952,336,3028,8.83,7.15,2,7,2,2,2,2,2,2
"437","Red-bellied Lemur","y18",0,2.275,315,3465,315,6405,8.02,10.5,1,7,1,1,1,1,1,1
"438","Red-bellied Lemur","y19",0,2.30760416666667,77,3060.5,304.5,3458,7.99916666666667,8.59166666666667,2,7,2,2,2,2,4,4
"439","Red-bellied Lemur","y2",0,2.1013,0,540,45,3915,10.2,5.2,1,10,1,1,1,1,1,1
"440","Red-bellied Lemur","y20",0,2.391875,148.5,2662.5,336,5553,8.265,7.6,2,7,2,2,2,2,3,3
"441","Red-bellied Lemur","y21",NA,2.51916666666667,NA,NA,NA,NA,10.35,NA,NA,6,NA,NA,NA,NA,1,NA
"442","Red-bellied Lemur","y22",0,2.46166666666667,166,3403,415,4316,7.74,9.6,1,6,1,1,1,1,1,1
"443","Red-bellied Lemur","y23",0,2.31833333333333,565,2741,358.5,7185.5,8.71,10.85,3,5,3,3,3,3,3,3
"444","Red-bellied Lemur","y24",0,2.38166666666667,208,2941,219,6482,8.73,9.85,2,5,2,2,2,2,2,2
"445","Red-bellied Lemur","y25",0,2.1325,432.5,3843.5,414,7360,8.995,12.05,2,5,2,2,2,2,2,2
"446","Red-bellied Lemur","y26",0,2.39166666666667,0,1550,496,4154,8.52,6.2,1,4,1,1,1,1,1,1
"447","Red-bellied Lemur","y27",0,2.285,228,1596,456,5320,8.34,7.6,1,3,1,1,1,1,1,1
"448","Red-bellied Lemur","y28",NA,2.235,NA,NA,NA,NA,8.9,11.2,NA,3,NA,NA,NA,NA,1,1
"449","Red-bellied Lemur","y29",0,2.056875,258,2924,344,5074,7.94,8.6,1,3,1,1,1,1,1,1
"450","Red-bellied Lemur","y3",4.33333333333333,2.00527083333333,269.416666666667,3650.5,96.25,3554.5,9.12583333333333,9.00833333333333,5,12,5,5,5,5,5,5
"451","Red-bellied Lemur","y30",0,2.18,94,2444,470,6392,8.62,9.4,1,1,1,1,1,1,1,1
"452","Red-bellied Lemur","y31",NA,2.22,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"453","Red-bellied Lemur","y32",NA,2.2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"454","Red-bellied Lemur","y4",0,2.14320833333333,688.5,4085.5,211.75,4489.25,8.98,8.875,3,11,3,3,3,3,3,4
"455","Red-bellied Lemur","y5",0,2.09320833333333,161.5,3478.5,126,2534,8.8375,9.9,2,10,2,2,2,2,3,2
"456","Red-bellied Lemur","y6",0,2.19666666666667,97,2813,485,6305,8.28,6.425,1,10,1,1,1,1,2,3
"457","Red-bellied Lemur","y7",0,2.2205,267.5,3057.5,137.5,3087.5,8.09166666666667,6.93333333333333,4,8,4,4,4,4,6,5
"458","Red-bellied Lemur","y8",0,2.154125,95,2555.5,45.6666666666667,2387.16666666667,8.77166666666667,6.4,5,9,5,5,5,5,5,4
"459","Red-bellied Lemur","y9",0,2.050325,1,50,4,45,9.1,7.6,1,9,1,1,1,1,1,1
"460","Red-fronted Lemur","y0",0,0.66774546875,413,4786,808.5,6242.5,8.4475,12.25,2,57,2,2,2,2,2,2
"461","Red-fronted Lemur","y1",0,1.79414484126984,520.375,5864.625,141.375,2584.125,8.3475,9.2875,4,25,4,4,4,4,4,4
"462","Red-fronted Lemur","y10",0,2.31682045454545,330,3978,147.25,3931,7.825,8.675,3,21,3,3,3,3,3,3
"463","Red-fronted Lemur","y11",0,2.27963888888889,111,2824,164,2451,8.00333333333333,4.4,2,18,2,2,2,2,3,3
"464","Red-fronted Lemur","y12",0,2.37060416666667,0,931,147,3822,9.35,3.55,1,17,1,1,1,1,2,2
"465","Red-fronted Lemur","y13",0,2.29919791666667,115.5,2777,141,3366.5,8.06,6.4,2,17,2,2,2,2,2,2
"466","Red-fronted Lemur","y14",0,2.25448412698413,556,4386,182,3476,7.575,9,2,16,2,2,2,2,3,3
"467","Red-fronted Lemur","y15",0,2.26921875,319.333333333333,3447,152.166666666667,3282.66666666667,7.73,7.4,4,16,4,4,4,4,5,5
"468","Red-fronted Lemur","y16",0,2.32405357142857,318,1802,212,2968,7.12,5.3,1,15,1,1,1,1,1,1
"469","Red-fronted Lemur","y17",0,2.3299,340,3570,255,4335,7.03,8.5,1,18,1,1,1,1,1,1
"470","Red-fronted Lemur","y18",0,2.28866666666667,308,2112,132,1848,7.61,4.4,1,18,1,1,1,1,1,1
"471","Red-fronted Lemur","y19",NA,2.17229761904762,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA
"472","Red-fronted Lemur","y2",11.75,2.04278571428571,192.5,3910.25,128.5,6285,7.81,10.8,2,24,2,2,2,2,2,2
"473","Red-fronted Lemur","y20",0,2.17357142857143,255,3997,403.5,7144.5,8.12,11.8,2,14,2,2,2,2,2,2
"474","Red-fronted Lemur","y21",0,2.31285714285714,421.5,2265,415.5,3213,8.665,6.45,1,14,1,1,1,1,1,1
"475","Red-fronted Lemur","y22",0,2.34166666666667,888,3774,666,5772,9.3,11.1,1,12,1,1,1,1,1,1
"476","Red-fronted Lemur","y23",NA,2.3315,NA,NA,NA,NA,7.69,6.3,NA,10,NA,NA,NA,NA,1,1
"477","Red-fronted Lemur","y24",NA,2.22154166666667,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"478","Red-fronted Lemur","y25",NA,2.140375,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA
"479","Red-fronted Lemur","y26",0,2.2975,196,3528,196,5880,7.27,9.8,1,7,1,1,1,1,1,1
"480","Red-fronted Lemur","y27",NA,2.22833333333333,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
"481","Red-fronted Lemur","y28",0,2.18333333333333,335,1541,201,4623,8.42,6.7,1,5,1,1,1,1,1,1
"482","Red-fronted Lemur","y29",NA,2.255,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"483","Red-fronted Lemur","y3",0,2.13464583333333,139,6365,53,1142,7.955,8.7,2,22,2,2,2,2,2,2
"484","Red-fronted Lemur","y30",NA,2.08,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"485","Red-fronted Lemur","y31",NA,2.25,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"486","Red-fronted Lemur","y32",NA,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"487","Red-fronted Lemur","y33",NA,1.9,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"488","Red-fronted Lemur","y4",0,2.18358928571429,427.5,6988,435,3343,8.685,11.6,2,24,2,2,2,2,2,2
"489","Red-fronted Lemur","y5",2.5,2.152975,69,3406.83333333333,189.833333333333,4281.83333333333,8.81666666666667,7.95,6,20,6,6,6,6,6,6
"490","Red-fronted Lemur","y6",0,2.31761538461538,101,2983,54,4361.5,7.7825,7.625,2,23,2,2,2,2,2,2
"491","Red-fronted Lemur","y7",0,2.27029545454545,117,1663,64.5,2562.75,8.76375,4.375,3,22,3,3,2,3,3,3
"492","Red-fronted Lemur","y8",0,2.32847727272727,147.5,1197.5,188.75,3278.5,8.34833333333333,6.61666666666667,2,21,2,2,2,2,3,3
"493","Red-fronted Lemur","y9",22.75,2.21254166666667,34.5,3218.25,121.5,3555,9.1125,7.35,3,21,3,3,3,3,3,3
"494","Red-ruffed Lemur","y0",38.25,1.62682743350311,0,4307.25,410.25,4844.25,8.88875,9.6,6,119,6,6,6,6,6,6
"495","Red-ruffed Lemur","y1",11.1,3.29317216285925,101.9,4689.95,294.35,3563.95,9.33571428571429,8.96428571428571,7,105,7,7,7,7,9,9
"496","Red-ruffed Lemur","y10",0,3.72741344605475,68,2824.5,255.083333333333,4160.75,9.183125,7.13125,4,50,4,4,4,4,5,5
"497","Red-ruffed Lemur","y11",8.125,3.82820684210526,109.333333333333,2186.5,236.875,3771.66666666667,9.08333333333333,6.3125,7,44,7,7,7,7,7,7
"498","Red-ruffed Lemur","y12",0,3.85469375,205.166666666667,3076.83333333333,118.666666666667,3050.66666666667,8.83333333333333,6.43333333333333,6,44,6,6,6,6,6,6
"499","Red-ruffed Lemur","y13",0,3.82500852272727,215.041666666667,2336.41666666667,238.708333333333,3480.66666666667,8.91958333333333,6.27083333333333,7,46,7,7,7,7,7,7
"500","Red-ruffed Lemur","y14",0,3.79568,237.25,2448.625,204.125,2797.5,9.41375,5.6875,6,50,6,6,6,6,6,6
"501","Red-ruffed Lemur","y15",0,3.82987629399586,97.8333333333333,2128.41666666667,128.75,2720,8.919375,5.16875,4,44,4,4,4,4,5,5
"502","Red-ruffed Lemur","y16",10.6666666666667,3.96576851851852,101.666666666667,2032.66666666667,316,2805.66666666667,8.7925,5.3125,4,54,4,4,4,4,5,5
"503","Red-ruffed Lemur","y17",0,3.88695380952381,157,1364.5,200,3966,8.31666666666667,5.6875,4,46,4,4,4,4,5,4
"504","Red-ruffed Lemur","y18",5,3.86225416666667,214.966666666667,2225.98333333333,305.95,2993.93333333333,8.2675,5.74583333333333,7,38,7,7,7,7,7,7
"505","Red-ruffed Lemur","y19",2.1,3.94971904024768,246.1,2067.3,257.1,2852.5,9.24,5.425,4,36,4,4,4,4,4,4
"506","Red-ruffed Lemur","y2",0,3.53148327759197,265.583333333333,3693.25,354.166666666667,3878.66666666667,9.34833333333333,8.19166666666667,9,98,9,9,9,9,9,9
"507","Red-ruffed Lemur","y20",0,3.94815,247.5,1132.5,144.5,3375.5,8.195,4.9,2,33,2,2,2,2,2,2
"508","Red-ruffed Lemur","y21",0,3.79239981617647,291,2136,258,4215,9.095,5.675,2,33,2,2,2,2,3,3
"509","Red-ruffed Lemur","y22",0,3.73843137254902,104.6125,1500.225,307.6375,3962.675,9.115,5.875,5,29,5,5,5,5,5,5
"510","Red-ruffed Lemur","y23",0,3.76957291666667,308,1142.4,128.8,4021,7.31,5.6,1,23,1,1,1,1,1,1
"511","Red-ruffed Lemur","y24",0,3.67648106060606,35,990,207.5,3267.5,8.37,4.5,2,23,2,2,2,2,2,2
"512","Red-ruffed Lemur","y25",0,3.55515934065934,122.3,1718.5,93.625,2216.25,9.43,4.15,2,20,2,2,2,2,2,2
"513","Red-ruffed Lemur","y26",NA,3.61568055555556,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,NA
"514","Red-ruffed Lemur","y27",NA,3.78701785714286,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"515","Red-ruffed Lemur","y28",0,3.6195,203.9,1079.3,198.35,2968.5,9.02,5.2,1,11,1,1,1,1,1,1
"516","Red-ruffed Lemur","y29",0,3.745,327.6,1180.2,218.4,2474,9.12,4.2,1,9,1,1,1,1,1,1
"517","Red-ruffed Lemur","y3",20.6666666666667,3.62678977968176,60.0833333333333,3575.91666666667,135.5,2899.5,9.42483333333333,6.77166666666667,8,81,8,8,8,8,11,11
"518","Red-ruffed Lemur","y30",NA,3.79083333333333,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
"519","Red-ruffed Lemur","y31",NA,3.66916666666667,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"520","Red-ruffed Lemur","y32",NA,3.485,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"521","Red-ruffed Lemur","y33",NA,2.91,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"522","Red-ruffed Lemur","y35",NA,3.32,NA,NA,NA,NA,11.17,10.3,NA,1,NA,NA,NA,NA,1,1
"523","Red-ruffed Lemur","y4",0,3.70719260620915,98.88,3377.33,206.31,5089.88,9.3145,8.795,6,70,6,6,6,6,6,6
"524","Red-ruffed Lemur","y5",0,3.71383771929825,144.2,2856,146.05,3443.55,9.33625,6.5,10,74,10,10,10,10,12,12
"525","Red-ruffed Lemur","y6",0,3.68844140625,401.666666666667,2323.16666666667,452.666666666667,5883.58333333333,9.2375,8.875,4,64,4,4,4,4,5,5
"526","Red-ruffed Lemur","y7",0,3.62677696572581,221.75,2001.5,291.125,4035.625,8.787,6.63333333333333,6,63,6,6,6,6,8,7
"527","Red-ruffed Lemur","y8",33.5,3.74175625,0,3086,288.5,4642,8.98,8.05,2,48,2,2,2,2,2,2
"528","Red-ruffed Lemur","y9",0,3.796574375,62.5,1926.25,56.75,3629.5,8.0925,5.675,2,57,2,2,2,2,2,2
"529","Ringtailed Lemur","y0",3.41730769230769,0.771447230392157,69.3240384615385,3742.92307692308,205.411538461538,3239.42211538462,6.99188461538462,7.29163461538462,33,91,33,33,33,33,33,33
"530","Ringtailed Lemur","y1",0,1.84724149659864,81.8228744939271,3685.10728744939,177.637651821862,3714.97672064777,7.1265701754386,7.61929824561404,32,91,32,32,32,32,34,34
"531","Ringtailed Lemur","y10",5,2.65226313813814,120.854166666667,2376.0625,353.833333333333,4302.45833333333,7.65479166666667,7.11607142857143,14,73,14,14,14,14,14,15
"532","Ringtailed Lemur","y11",0,2.67277562388592,78.3472222222222,2147.70833333333,207.138888888889,3325.13888888889,7.80638888888889,5.75833333333333,13,67,13,13,13,13,13,13
"533","Ringtailed Lemur","y12",0,2.67263569518717,131.5,2262.125,266,3052.875,7.7775,5.7125,6,67,6,6,6,6,6,6
"534","Ringtailed Lemur","y13",6.25,2.6737587594697,142.833333333333,2577.28888888889,225.688888888889,3195.16111111111,7.69694444444444,6.14722222222222,15,65,15,15,15,15,15,15
"535","Ringtailed Lemur","y14",0,2.66612916666667,67.5,3068.75,492.916666666667,4237.5,7.301,7.86666666666667,7,54,7,7,7,7,6,7
"536","Ringtailed Lemur","y15",0,2.72676045150502,147.083333333333,2360.2,279.733333333333,2847.98333333333,7.59666666666667,5.635,11,49,11,11,11,11,11,11
"537","Ringtailed Lemur","y16",0,2.80227568922306,61.75,2039,251.5,3622.75,7.23875,5.975,8,40,8,8,8,8,8,8
"538","Ringtailed Lemur","y17",0,2.77055147058824,85.375,2620.83333333333,354.291666666667,3881.16666666667,7.6975,6.94166666666667,7,37,7,7,7,7,7,7
"539","Ringtailed Lemur","y18",0,2.72733333333333,137.333333333333,3085.33333333333,307.833333333333,3886.16666666667,7.43333333333333,7.41666666666667,6,35,6,6,6,6,6,6
"540","Ringtailed Lemur","y19",0,2.72221205357143,71.75,1837,282,4409.25,7.3925,6.6,3,30,3,3,3,3,3,3
"541","Ringtailed Lemur","y2",9.02136752136752,2.29932516924565,117.134615384615,3202.42735042735,285.207264957265,3555.22222222222,7.52998076923077,7.18576923076923,22,91,22,22,22,22,23,23
"542","Ringtailed Lemur","y20",9.6,2.646328125,27.6,2794.7,259.6,2768.5,7.892,5.86,6,28,6,6,6,6,6,6
"543","Ringtailed Lemur","y21",0,2.67428571428571,144.875,1703,169.625,4657.5,7.81875,6.675,5,28,5,5,5,5,5,5
"544","Ringtailed Lemur","y22",0,2.58788461538462,62.8333333333333,2448.33333333333,251,3553.16666666667,7.62125,6.0625,4,26,4,4,4,4,5,5
"545","Ringtailed Lemur","y23",0,2.63568560606061,740,2740,320,4200,7.58,8,2,23,2,2,2,2,2,2
"546","Ringtailed Lemur","y24",0,2.578125,86,2609.5,238.5,4616,7.73,7.55,3,19,3,3,3,3,3,3
"547","Ringtailed Lemur","y25",0,2.4521875,41.5,2822,415,5021.5,7.395,7.625,2,17,2,2,2,2,3,3
"548","Ringtailed Lemur","y26",0,2.52375,309,4018,340,5833,7.945,10.3,2,12,2,2,2,2,3,3
"549","Ringtailed Lemur","y27",NA,2.56285714285714,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA
"550","Ringtailed Lemur","y28",0,2.435,216,4320,504,2160,6.15,7.2,1,7,1,1,1,1,1,1
"551","Ringtailed Lemur","y29",NA,2.3625,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
"552","Ringtailed Lemur","y3",1.56666666666667,2.42897876262626,121.854166666667,2603.94166666667,235.9625,4151.51875,7.34034722222222,6.98645833333333,23,89,23,23,23,23,25,25
"553","Ringtailed Lemur","y30",0,2.25833333333333,336,4536,420,3108,6.8,8.4,1,4,1,1,1,1,1,1
"554","Ringtailed Lemur","y31",114,2.38308333333333,171,2679,171,2565,7.61,5.7,1,4,1,1,1,1,1,1
"555","Ringtailed Lemur","y32",NA,2.5375,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"556","Ringtailed Lemur","y4",5.5,2.52442637814313,108.783333333333,2696.39117647059,224.65,3886.73431372549,7.56722222222222,6.95555555555556,26,91,26,26,26,26,27,27
"557","Ringtailed Lemur","y5",1.5,2.54873964646465,100.516233766234,2285.81006493506,160.837662337662,3853.00324675325,7.411,6.41996753246753,25,89,25,25,25,25,24,25
"558","Ringtailed Lemur","y6",0,2.59961523892774,134.494047619048,2058.23412698413,190.894841269841,4231.99404761905,7.5803373015873,6.73492063492063,25,83,25,25,25,25,25,25
"559","Ringtailed Lemur","y7",0,2.62883301158301,76,2420.89583333333,179.989583333333,3218.39583333333,7.27364583333333,5.92916666666667,14,79,14,14,14,14,14,14
"560","Ringtailed Lemur","y8",0,2.61579285714286,117.410714285714,2565.28214285714,185.471428571429,3044.18928571429,7.457625,6.0525,17,75,17,17,17,17,18,18
"561","Ringtailed Lemur","y9",17,2.62100263157895,314.666666666667,2478.53571428571,234.833333333333,3882.34523809524,7.091875,6.853125,10,73,10,10,10,10,12,12
"562","Sanford's Lemur","y0",NA,1.14861666666667,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA
"563","Sanford's Lemur","y1",0,1.83625,245,3528,0,1127,7.46,4.9,1,10,1,1,1,1,1,1
"564","Sanford's Lemur","y10",32.5,2.078,25.5,2574.25,308.25,3659.5,8.295,6.6,3,10,3,3,3,3,3,3
"565","Sanford's Lemur","y11",0,2.0225,108,2304,309,4179,7.94,6.9,2,10,2,2,2,2,2,2
"566","Sanford's Lemur","y12",0,1.99744047619048,328.5,2738.5,129.5,2953.5,6.56,6.15,2,13,2,2,2,2,2,2
"567","Sanford's Lemur","y13",33.5,2.07171428571429,272.75,2588.75,229.5,3850.5,7.1875,6.975,3,12,3,3,3,3,3,3
"568","Sanford's Lemur","y14",10,2.08842261904762,154.25,4008.25,203.5,2649,7.0675,7.025,4,13,4,4,4,4,4,4
"569","Sanford's Lemur","y15",0,2.04028571428571,127.5,2652.5,171,2749,6.535,5.7,2,12,2,2,2,2,2,2
"570","Sanford's Lemur","y16",0,2.02714285714286,66.75,2894,142,2447.25,7.185,5.55,3,12,3,3,3,3,3,3
"571","Sanford's Lemur","y17",28,2.00807142857143,126.5,2396,150,2449.5,7.27,5.15,2,12,2,2,2,2,2,2
"572","Sanford's Lemur","y18",0,2.05330357142857,45,2610,180,1665,8.28,4.5,1,11,1,1,1,1,1,1
"573","Sanford's Lemur","y19",0,2.02267857142857,349.5,2227.5,226.5,3746.5,6.035,6.55,2,11,2,2,2,2,2,2
"574","Sanford's Lemur","y2",18.5,2.02298214285714,92.5,2275.5,37,3126.5,7.105,5.55,2,14,2,2,2,2,2,2
"575","Sanford's Lemur","y20",0,1.95776785714286,134,4020,134,2412,6.66,6.7,1,11,1,1,1,1,1,1
"576","Sanford's Lemur","y21",0,2.01833333333333,44,1232,88,3036,6.63,4.4,1,8,1,1,1,1,1,1
"577","Sanford's Lemur","y22",NA,1.98958333333333,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
"578","Sanford's Lemur","y23",NA,1.9625,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"579","Sanford's Lemur","y24",NA,2.0375,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"580","Sanford's Lemur","y25",NA,2.2275,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"581","Sanford's Lemur","y26",NA,2.2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"582","Sanford's Lemur","y27",NA,2.1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"583","Sanford's Lemur","y28",NA,2.11,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"584","Sanford's Lemur","y29",NA,2.24,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"585","Sanford's Lemur","y3",NA,1.99913888888889,NA,NA,NA,NA,7.21,13.6,NA,13,NA,NA,NA,NA,1,1
"586","Sanford's Lemur","y30",NA,1.955,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"587","Sanford's Lemur","y31",NA,2.04,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"588","Sanford's Lemur","y32",NA,1.7,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"589","Sanford's Lemur","y4",0,2.14196428571429,27.5,2974.25,113.5,4184.75,8.4475,7.3,3,12,3,3,3,3,3,3
"590","Sanford's Lemur","y5",0,2.09714285714286,0,3780,0,720,8.15,4.5,1,12,1,1,1,1,1,1
"591","Sanford's Lemur","y6",0,2.0247,478,7102,92,2128,8.385,9.8,2,10,2,2,2,2,2,2
"592","Sanford's Lemur","y7",0,1.970025,200,2360,80,1360,8.9,4,1,12,1,1,1,1,1,1
"593","Sanford's Lemur","y8",0,2.02668333333333,51,3162,153,1734,7.82,5.1,1,11,1,1,1,1,1,1
"594","Sanford's Lemur","y9",25,2.1268,221.5,2839.5,136.666666666667,2260.66666666667,7.80833333333333,5.48333333333333,4,11,4,4,4,4,4,4
"595","Slender Loris","y0",NA,0.1227875,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA
"596","Slender Loris","y1",NA,0.178164215686274,98,6174,294,3234,6.78,9.8,NA,26,1,1,1,1,1,1
"597","Slender Loris","y10",NA,0.17676875,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA
"598","Slender Loris","y11",NA,0.1793625,NA,1380,276,7544,5.4,9.2,NA,13,NA,1,1,1,1,1
"599","Slender Loris","y12",NA,0.179277777777778,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA
"600","Slender Loris","y13",0,0.170527777777778,198,3894,132,2376,5.72,6.6,1,15,1,1,1,1,1,1
"601","Slender Loris","y14",0,0.176083333333333,0,4041.5,749,3917,7.23,13.4,1,15,1,2,2,2,2,2
"602","Slender Loris","y15",NA,0.1823125,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA
"603","Slender Loris","y16",43,0.177025,43,1860.5,48,2598.5,5.57,4.55,1,11,1,2,2,2,2,2
"604","Slender Loris","y17",NA,0.173635714285714,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA
"605","Slender Loris","y18",NA,0.17325,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"606","Slender Loris","y19",NA,0.18525,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"607","Slender Loris","y2",0,0.1871575,157.5,8662.5,551.5,6378.5,6.525,15.75,2,20,2,2,2,2,2,2
"608","Slender Loris","y20",NA,0.185,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"609","Slender Loris","y3",NA,0.185280833333333,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA
"610","Slender Loris","y4",0,0.184075,0,15147,187,3366,6.21,18.7,1,20,1,1,1,1,1,1
"611","Slender Loris","y5",NA,0.186327840909091,NA,8614,118,3068,5.63,11.8,NA,19,NA,1,1,1,1,1
"612","Slender Loris","y6",NA,0.185314935064935,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA
"613","Slender Loris","y7",NA,0.182119949494949,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA
"614","Slender Loris","y8",NA,0.182753571428571,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA
"615","Slender Loris","y9",NA,0.181988636363636,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA
"616","Slow Loris","y0",NA,0.6306675,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA
"617","Slow Loris","y1",0,1.15039285714286,24.5,3045.5,451.5,2578.5,6.42,6.1,2,30,2,2,2,2,2,2
"618","Slow Loris","y10",25.5,1.161203125,283,2747.5,488,2831,5.69,7.7,2,18,2,2,2,2,2,2
"619","Slow Loris","y11",0,1.11382222222222,252,4291.5,224.25,2057.25,5.6575,6.825,3,14,3,3,3,3,3,3
"620","Slow Loris","y12",21.25,1.14852380952381,354.5,4053.25,278,7493,5.42,12.2,2,13,2,2,2,2,2,2
"621","Slow Loris","y13",42,1.14475,0,5268,108,2082,6.225,7.5,1,11,1,1,1,1,1,1
"622","Slow Loris","y14",NA,1.10766666666667,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA
"623","Slow Loris","y15",0,1.0752,686,5096,98,3920,7,9.8,1,8,1,1,1,1,1,1
"624","Slow Loris","y16",NA,1.15387666666667,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA
"625","Slow Loris","y17",NA,1.0780375,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA
"626","Slow Loris","y18",NA,1.075875,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA
"627","Slow Loris","y19",NA,1.06296666666667,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"628","Slow Loris","y2",0,1.18145357142857,0,10350,276,3174,6.41,13.8,1,29,1,1,1,1,1,1
"629","Slow Loris","y20",NA,0.88,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
